state,name,pred_review,mean_raw_review
MI,Albion River Trail,3.7794920197099495,3
MI,Alpena Bi-Path,3.1529309885643118,2.5
MI,Alpena to Hillman Trail,3.2698427406629347,1
MI,Apple Blossom Trail,NA,NA
MI,Battle Creek Linear Park,3.4546684155060676,3.3529411764705883
MI,Baw Beese Trail,3.106701584231958,2.7142857142857144
MI,Bay County Riverwalk/Railtrail System,3.646170113715344,3.5
MI,Beaver Pete's Trail,NA,NA
MI,Bergland to Sidnaw Rail-Trail,NA,NA
MI,Betsie Valley Trail,4.262881371652872,4.333333333333333
MI,Big M Trail,NA,NA
MI,Big Rapids Riverwalk,4.289141298756964,5
MI,Bill Nicholls Trail,4.034316659233457,4
MI,Black Creek Nature Trail,4.360326034550129,4.666666666666667
MI,Boardman Lake Trail,4.289141298756964,5
MI,Border-to-Border Trail,3.7285617216574005,3.6666666666666665
MI,Bridge to Bay Trail,4.016994346425844,4
MI,Bruno's Run Trail,NA,NA
MI,Buck Creek Trail (MI),4.230423670088881,4.5
MI,Butterworth Trail,3.621195978432448,3
MI,Calhoun County Trailway,4.027347772870071,4
MI,Cannon Township Trail,4.289141298756964,5
MI,Cass City Walking Trail,NA,NA
MI,Chelsea Community Wellness Path,3.621195978432448,3
MI,Chippewa Trail,4.289141298756964,5
MI,Clinton River Park Trail,4.7885771567365305,4.933333333333334
MI,Clinton River Spillway Bike Path,4.022731544147208,4
MI,Clinton River Trail,3.4729836916964567,3.3333333333333335
MI,Coalwood Trail,NA,NA
MI,Dequindre Cut Greenway,4.598331751916757,4.777777777777778
MI,Detroit RiverWalk,4.433499567307693,5
MI,East Centre Avenue/Sprinkle Road Bikeway,NA,NA
MI,East West Trail,4.230423670088881,4.5
MI,Escanaba to Hermansville Rail-Trail,NA,NA
MI,Falling Waters Trail,4.647347725401544,4.7272727272727275
MI,Felch Grade Trail,3.2698427406629347,1
MI,Flint River Trail (MI),3.5097540090879566,3.2857142857142856
MI,Fred Meijer Berry Junction Trail,4.463306129778411,4.666666666666667
MI,Fred Meijer Clinton-Ionia-Shiawassee Trail,3.711280221515956,3.5714285714285716
MI,Fred Meijer Flat River Trail,4.269383611502159,4.4
MI,Fred Meijer Flat River Valley Rail Trail,3.2150441839948263,2
MI,Fred Meijer Grand River Valley Rail Trail,4.351252112744297,4.5
MI,Fred Meijer Kenowa Trail,3.8907997138876866,3.8
MI,Fred Meijer M-6 Trail,3.34276595943728,3
MI,Fred Meijer Millennium Trail,3.5122158162732138,3.2
MI,Fred Meijer Pioneer Trail,4.433499567307693,5
MI,Fred Meijer Standale Trail,4.034316659233457,4
MI,Fred Thwaites Grand River Trail,NA,NA
MI,Freda Grade Trail,NA,NA
MI,Gay - Mohawk Trail,NA,NA
MI,Genesee Valley Trail,4.034316659233457,4
MI,George Atkin Jr. Recreational Trail,3.347542563341364,2.6666666666666665
MI,Grand Haven Waterfront Trail,4.433499567307693,5
MI,Grand Marais Trail,NA,NA
MI,Grand River Edges Trail,4.230423670088881,4.5
MI,Granger Meadows Park Trail,4.433499567307693,5
MI,Grass River Natural Area Rail Trail,4.289141298756964,5
MI,Grayling Bicycle Turnpike,4.143188978964001,4.2
MI,Grosse Ile Trail,4.027347772870071,4
MI,Hampton Township Nature Trail,4.360326034550129,4.666666666666667
MI,Hancock-Calumet Trail,NA,NA
MI,Harbor Beach Bike-Pedestrian Path,NA,NA
MI,Harger Line Rail-Trail,4.510834664518143,4.615384615384615
MI,Haywire Grade Trail,NA,NA
MI,Hines Park Trail/Rouge River Gateway Greenway,4.134051237868925,4.153846153846154
MI,Holland Metro Trails,NA,NA
MI,Houghton Waterfront Trail,NA,NA
MI,Houghton-to-Chassell Rail Trail,3.178745318139903,2.3333333333333335
MI,Huron Sunrise Trail,4.378484673643265,4.5
MI,Huron Valley Trail,4.1128005491505055,4.125
MI,I-275 Metro Trail,3.6235506320337,3.5
MI,Indiana-Michigan River Valley Trail,4.230423670088881,4.5
MI,Interurban Trail (Allegan County),NA,NA
MI,Interurban Trail (Kent County),3.524667380186442,2
MI,Iron Ore Heritage Trail,3.824271875651259,3.5
MI,Iron Range Trails - Beechwood to Gibbs City,NA,NA
MI,Iron Range Trails - Crystal Falls to Iron River Trail,NA,NA
MI,Iron Range Trails - Crystal Falls to Stager Trail,NA,NA
MI,Irons Area Tourist Association Snowmobile Trail,4.034316659233457,4
MI,Island Lake Pathway,3.790982027573732,3.6666666666666665
MI,Jackson Intercity Trail,4.027347772870071,4
MI,Kal-Haven Trail Sesquicentennial State Park,4.599092665866789,4.684210526315789
MI,Kalamazoo River Valley Trail,4.440573827813593,4.545454545454546
MI,Kensington Metropark Trail,4.521772876578474,4.8
MI,Kent Trails,4.013569540157954,4
MI,Keweenaw Trails,NA,NA
MI,Kiwanis Trail (MI),4.277043265218518,4.333333333333333
MI,L'Anse to Big Bay Trail,NA,NA
MI,Lakelands Trail State Park,3.7684496129266947,3.75
MI,Lakeshore Connector Path,3.463091473733364,3.25
MI,Lakeside Trail,4.01944866335075,4
MI,Lansing River Trail,3.948870326790222,3.9285714285714284
MI,Leelanau Trail,4.7067841860545725,4.9
MI,Linear Park Pathway,4.034316659233457,4
MI,Linear Trail Park,3.524667380186442,2
MI,Litchfield Nature Trail,NA,NA
MI,Little Falls Trail,NA,NA
MI,Little Lake to Chatham Snowmobile Trail,NA,NA
MI,Little Traverse Wheelway,4.240866031016754,4.257142857142857
MI,Lovers Lane Bikeway,NA,NA
MI,Lower Rouge River Recreation Trail,4.242541234331342,4.3
MI,M-5 Metro Trail,4.01944866335075,4
MI,Mackinac Island Loop (State Highway 185),4.653102633616235,4.875
MI,Macomb Orchard Trail,4.622377001333561,4.695652173913044
MI,Main Trail,NA,NA
MI,Marquette Multi-Use Path,4.289141298756964,5
MI,Matthaei Botanical Gardens Trail,NA,NA
MI,Medbery Bike Trail,NA,NA
MI,Metro Parkway Trail,3.9030360446078456,3.8333333333333335
MI,Milford Trail,4.191528789348668,4.333333333333333
MI,Millennium Trail (MI),NA,NA
MI,Muskegon Lakeshore Trail,4.239198095710185,4.333333333333333
MI,Musketawa Trail,4.324169366589294,4.375
MI,Nahma Grade Trail,NA,NA
MI,North Bank Trail,NA,NA
MI,North Central State Trail,4.352359726819372,4.391304347826087
MI,North Eastern State Trail,4.103866713670294,4.125
MI,North Western State Trail,4.2596457134186645,4.3076923076923075
MI,Northern Tier Trail,3.586189825957531,3.25
MI,Northwest Portage Bikeway,NA,NA
MI,Paint Creek Trail (MI),4.657911361631585,4.785714285714286
MI,Paul Henry-Thornapple Trail,3.9030360446078456,3.8333333333333335
MI,Pere Marquette Rail-Trail,4.567104644392835,4.636363636363637
MI,Pere Marquette State Trail,4.239198095710185,4.333333333333333
MI,Peshekee to Clowry Rail-Trail,NA,NA
MI,Plaster Creek Trail,3.7306094384219373,3.5
MI,Polly Ann Trail,3.241773581401014,3.111111111111111
MI,Portage Creek Bicentennial Trail,4.315858858799953,4.428571428571429
MI,Portland Riverwalk,4.5173850712279515,4.714285714285714
MI,Ram Trail,NA,NA
MI,Republic/Champion Grade Trail,NA,NA
MI,Riverbend Preserve Rail-Trail,3.621195978432448,3
MI,Romence Road Bikeway,NA,NA
MI,Russell Street to Patterson Street Trail,4.289141298756964,5
MI,Saginaw County to Bay County Connector,4.034316659233457,4
MI,Saginaw Valley Rail Trail,4.809799803480314,4.9411764705882355
MI,Shaver Road Bikeway,NA,NA
MI,Shingle Mill Pathway,4.034316659233457,4
MI,Sleeping Bear Heritage Trail,4.514469156850786,4.666666666666667
MI,Soo Strong Trail,3.2150441839948263,2
MI,Southern Links Trailway,4.7890384799597605,4.852941176470588
MI,Spoonville Trail,NA,NA
MI,Spring Brook Pathway,NA,NA
MI,St. Ignace to Trout Lake Trail,NA,NA
MI,State Line Trail,NA,NA
MI,Stony Creek Metropark Trail,4.433499567307693,5
MI,Sycamore Trail,NA,NA
MI,Tahquamenon Falls State Park Trails,NA,NA
MI,Tawas Bay Pedestrian and Bike Path,4.034316659233457,4
MI,Thomas Township Trail,NA,NA
MI,Traverse Area Recreation and Transportation Trail (TART),4.022731544147208,4
MI,Trolley Line Trail (MI),3.5163398085428246,3
MI,Tyoga Historical Pathway,NA,NA
MI,Upper Macatawa Greenway Trail,NA,NA
MI,Valhalla Trail,NA,NA
MI,Van Buren Trail Spur,4.289141298756964,5
MI,Van Buren Trail State Park ,2.7359290826345672,2.4166666666666665
MI,Vassar Rail Trail,3.853934298945746,3.6666666666666665
MI,Vicksburg Trailway,NA,NA
MI,Wadhams to Avoca Trail,3.9456595245443165,3.923076923076923
MI,Watersmeet to Land O'Lakes Trail,NA,NA
MI,Wayne County Metroparks Trail,4.682194346982729,4.888888888888889
MI,Wellston Area Tourist Association Snowmobile Trail,NA,NA
MI,West Bloomfield Trail,3.7957473229923218,3.75
MI,Western Gateway Trail,4.433499567307693,5
MI,White Lake Pathway,4.289141298756964,5
MI,William Field Memorial Hart-Montague Trail State Park,4.505765691509193,4.555555555555555
MI,Zilwaukee Pathway,NA,NA
MN,Heartland State Trail,4.201645735323073,4.333333333333333
MN,Mesabi Trail,4.357968125409054,4.5
MN,Afton to Lakeland Trail,3.0171672366573636,2.25
MN,Agassiz Recreational Trail,4.049589699429875,4
MN,Alborn-Pengilly Trail,NA,NA
MN,Arrowhead State Trail,NA,NA
MN,Bassett Creek Regional Trail ,NA,NA
MN,Bear Island Lake Trail,NA,NA
MN,Beaver Island Trail,4.049589699429875,4
MN,Big Rivers Regional Trail,4.475510447834247,4.625
MN,Blazing Star State Trail,4.039519226725342,4
MN,Blue Ox Trail (Voyageur Trail),3.430291535068909,2.5
MN,Bottineau Trail,4.049589699429875,4
MN,Brown's Creek State Trail,4.582076159477282,4.833333333333333
MN,Bruce Vento Regional Trail,4.582076159477282,4.833333333333333
MN,C.J. Ramstad/North Shore State Trail,3.285115780859353,1
MN,Cannon Valley Trail,4.6023660023463435,4.714285714285714
MN,Casey Jones State Trail,3.7392652989793955,3.5
MN,Cedar Lake LRT Regional Trail,4.445671021162964,5
MN,Central Lakes State Trail,4.370442980524533,4.666666666666667
MN,Circle L Trail,NA,NA
MN,Circle T Trail,NA,NA
MN,Courthouse Loop Trail,NA,NA
MN,Crystal Lake Regional Trail,NA,NA
MN,Cuyuna Lakes State Trail,4.445671021162964,5
MN,Dairyland Trail,NA,NA
MN,Dakota Rail Regional Trail,4.689873970184148,4.7727272727272725
MN,Dinkytown Greenway,4.028104523908208,4
MN,Douglas State Trail,4.039519226725342,4
MN,Douglas-Cascade Trail,NA,NA
MN,Duluth Lakewalk,4.539240225725995,5
MN,Elm Creek Park Reserve Trails ,NA,NA
MN,Gandy Dancer Trail - Northern Section,NA,NA
MN,Gateway State Trail,4.582076159477282,4.833333333333333
MN,Gitchi-Gami State Trail,4.655531046531739,5
MN,Glacial Lakes State Trail,3.6952539997186906,3.3333333333333335
MN,Goodhue Pioneer State Trail,3.52645675451723,3
MN,Grand Rounds Scenic Byway,4.445671021162964,5
MN,Great Northern Trail,NA,NA
MN,Great River Ridge State Trail,3.6952539997186906,3.3333333333333335
MN,Greenway of Greater Grand Forks,4.619983438586806,5
MN,Hardwood Creek Regional Trail,3.7392652989793955,3.5
MN,Harmony-Preston Valley State Trail,4.445671021162964,5
MN,Harriet Island Regional Park Trail,NA,NA
MN,Hiawatha LRT Trail,4.370442980524533,4.666666666666667
MN,Highway 96 Regional Trail ,NA,NA
MN,Hudson to Lakeland/Afton Trail,2.8494185073786538,1
MN,Interstate State Park to Taylors Falls Trail,3.794765059906368,3
MN,Iron Ore Trail,NA,NA
MN,Kenilworth Trail,NA,NA
MN,Lake Independence Regional Trail ,NA,NA
MN,Lake Minnetonka LRT Regional Trail,3.8836849114438023,3.75
MN,Lake Phalen Trail,NA,NA
MN,Lake Wobegon Trail,4.461363361301427,4.75
MN,Longyear Lake Trail,NA,NA
MN,Luce Line Trail,4.2924318078522665,4.375
MN,Medicine Lake Regional Trail,3.794765059906368,3
MN,Midtown Greenway (MN),4.5234243575952355,4.714285714285714
MN,Minneapolis Diagonal Trail,NA,NA
MN,Minnehaha Trail,4.120371932739237,4.142857142857143
MN,Minnesota River Bluffs LRT Regional Trail,3.898363251302795,3.8
MN,Minnesota River Greenway,4.049589699429875,4
MN,Minnesota River State Trail,NA,NA
MN,Minnesota Valley State Trail,3.8347352078973165,3.75
MN,Mississippi River Regional Trail (Dakota County),4.304414338953382,5
MN,North Cedar Lake Regional Trail/Cedar Lake Trail,4.605782973765834,5
MN,North Minnesota River Trail,3.430291535068909,2.5
MN,North Mississippi Regional Park Trail ,NA,NA
MN,Paul Bunyan State Trail,4.433020898836311,4.5
MN,Point Douglas Regional Trail,NA,NA
MN,Rainy Lake Trail,NA,NA
MN,Red Jacket Trail,4.024557883840952,4
MN,Red Wing Riverfront Trail,NA,NA
MN,River Bend Trail,NA,NA
MN,River to River Greenway,NA,NA
MN,Rocori Trail,NA,NA
MN,Root River State Trail,4.750093991964979,4.916666666666667
MN,Rush Creek Regional Trail (MN),NA,NA
MN,Sakatah Singing Hills State Trail,3.52864810800961,3.45
MN,Samuel H. Morgan Regional Trail,NA,NA
MN,Shingle Creek Regional Trail (MN),NA,NA
MN,Shingobee Connection Trail,NA,NA
MN,Shooting Star State Trail,3.7392652989793955,3.5
MN,Soo Line Recreational Trail,4.028104523908208,4
MN,Soo Line Trail - Northern Route,NA,NA
MN,Soo Line Trail - Southern Route,4.039519226725342,4
MN,South Route Trail,4.049589699429875,4
MN,St. Anthony Falls Heritage Trail,NA,NA
MN,St. Cloud River Walk,NA,NA
MN,St. Paul Grand Round,NA,NA
MN,Straight River Trail,NA,NA
MN,Sunrise Prairie Trail,3.0074647412765745,2.769230769230769
MN,Superior Hiking Trail,4.304414338953382,5
MN,Swedish Immigrant Trail,4.304414338953382,5
MN,Taconite State Trail,NA,NA
MN,Tomahawk Trail,NA,NA
MN,Trout Brook Regional Trail,NA,NA
MN,Twin Lakes Regional Trail ,NA,NA
MN,Vermillion River Regional Greenway,NA,NA
MN,Wapiti Trail,NA,NA
MN,West River Parkway Trail ,4.242595123944152,4.5
MN,Western Waterfront Trail,4.304414338953382,5
MN,Willard Munger State Trail (Alex Laveau Memorial Trail),NA,NA
MN,Willard Munger State Trail (Hinckley-Duluth),4.245914108374942,4.333333333333333
MN,Willard Munger State Trail (Matthew Lourey State Trail),NA,NA
MO,Frisco Highline Trail,3.376234078851528,3.125
MO,Katy Trail State Park,4.839270823593181,4.897435897435898
MO,Arnold City Park Trail,4.315674460628123,4.5
MO,Bear Creek Trail (MO),NA,NA
MO,Blue River Parkway Trail,4.302174713013633,5
MO,Busch Greenway,4.5377566851640685,5
MO,Cape LaCroix Recreation Trail,3.882415623234904,3.75
MO,Centennial Greenway,NA,NA
MO,Columbia Bottom Trail - Missouri River Greenway,4.240810312051552,4.5
MO,County House Trail,NA,NA
MO,Creve Coeur Park Trails,3.65645864886992,3.5714285714285716
MO,Earth City Levee Trail,NA,NA
MO,Fassnight Creek Greenway,NA,NA
MO,Frisco Greenway Trail,4.693145345987658,5
MO,Fulbright Spring Greenway,NA,NA
MO,Galloway Creek Greenway,4.047350073490126,4
MO,Grant's Trail,4.356983294885319,4.5
MO,Harry Wiggins Trolley Track Trail,3.0138917126859006,2.4
MO,Hinkson Creek Trail,NA,NA
MO,Hominy Creek Trail,4.047350073490126,4
MO,Indian Creek Bike/Hike Trail,4.475210089190555,4.5
MO,James River Greenway,NA,NA
MO,Jefferson City Greenway Trail,3.792525433966618,3
MO,Jordan Creek Greenway,NA,NA
MO,Katy Trail Spur (Jefferson City),NA,NA
MO,Lakeside Park Trail,4.443886209270364,5
MO,Legacy Park Trail,4.302174713013633,5
MO,Line Creek Trail,4.528227303143791,4.8
MO,Little Blue Trace Trail,4.329379326803928,4.357142857142857
MO,MKT Nature and Fitness Trail,4.5377566851640685,5
MO,McCoy Park to Mill Creek Park Connecting Trail,4.047350073490126,4
MO,McKinley Bridge Bikeway,4.452514832414086,5
MO,Meramec Greenway Trail,4.654421935681948,5
MO,Mississippi Greenway,NA,NA
MO,Missouri Riverfront Trail ,NA,NA
MO,MoPac Trail (Pleasant Hill),4.302174713013633,5
MO,Monarch-Chesterfield Levee Trail,4.200087958770439,4.25
MO,Old Chain of Rocks Bridge,4.737594227956452,4.857142857142857
MO,Prairie Creek Greenway ,4.047350073490126,4
MO,River Des Peres Greenway Trail,3.8346585176139305,3.5
MO,Riverfront Heritage Trail,4.041490676085957,4
MO,Riverwoods Trail - Missouri River Greenway,4.315674460628123,4.5
MO,Roark Creek Trail,3.5377007944431105,2
MO,Rock Creek Trail (MO),3.187378723552382,2.3333333333333335
MO,Rock Hollow Trail,4.2001621947611465,4.333333333333333
MO,Rock Island Spur of Katy Trail State Park,4.469037311919433,4.666666666666667
MO,Route 152 Trail,4.302174713013633,5
MO,Ruby Jack Trail,3.376234078851528,3.125
MO,Scott's Branch Trail,NA,NA
MO,South Creek Greenway ,NA,NA
MO,South Providence Trail,NA,NA
MO,St. Joseph Riverwalk,NA,NA
MO,St. Louis Riverfront Trail,3.892805660483707,3.857142857142857
MO,St. Vincent Greenway Trail,4.240810312051552,4.5
MO,Stinson Creek Trail ,NA,NA
MO,Sunset Greenway Trail,3.792525433966618,3
MO,Table Rock Lakeshore Trail,4.240810312051552,4.5
MO,Ted Jones Trail,4.031364949559686,4
MO,Truman Park/St. Stanislaus Trail - Missouri River Greenway,4.443886209270364,5
MO,Urban Trail (St. Joseph Trail System),4.031364949559686,4
MO,Wabash Walkway,NA,NA
MO,Ward Branch Greenway,NA,NA
MO,Watkins Mill State Park,NA,NA
MO,West Alton Trail,3.2828761549196033,1
MO,Western Greenway - Hamilton Carr Trail,4.047350073490126,4
MO,Weston Bluffs Trail ,4.047350073490126,4
MO,Wildwood Greenway,4.302174713013633,5
MO,Wilson's Creek Greenway,NA,NA
MS,Longleaf Trace,4.713915726123811,4.774193548387097
MS,Tuxachanie National Recreation Trail,4.205775307009796,4.333333333333333
MS,Boyle Rail-Trail,NA,NA
MS,Columbus Riverwalk,NA,NA
MS,Crosstie Walk,NA,NA
MS,Duncan Walking Trail,NA,NA
MS,Hollandale Rail-Trail,NA,NA
MS,Kitty Bryan Dill Memorial Parkway National Recreation Trail,NA,NA
MS,Oxford Depot Trail,4.055823904349509,4
MS,Renova Heritage Walking Trail,NA,NA
MS,Ridgeland Natchez Trace Multi-Use Trail,4.658618358655371,5
MS,Shaw Rail-Trail,NA,NA
MS,Shelby Trails,NA,NA
MS,South Campus Rail Trail,4.406229093579055,4.6
MS,Tanglefoot Trail,4.750836477303201,4.821428571428571
MT,Gallagator Linear Trail,NA,NA
MT,Great Northern Historical Trail,3.4372483138334697,3.1666666666666665
MT,7th Street Trail,3.9943565336078457,4
MT,Alkali Creek Trail,NA,NA
MT,Aronson Avenue Trail,NA,NA
MT,BA&P Hill Trail,NA,NA
MT,BBWA Canal Trail,NA,NA
MT,Big Ditch Trail,NA,NA
MT,Bitterroot Trail,3.9968016152957784,4
MT,Bitterroot Trail (Livingston),NA,NA
MT,Bozeman Trail Connector,NA,NA
MT,Clements Road Trail,3.9943565336078457,4
MT,Gabel Road Trail,NA,NA
MT,Gateway to Glacier Trail,3.9943565336078457,4
MT,Greenough Park Trail,4.249181173131354,5
MT,Headwaters Trail System,3.997205234278243,4
MT,Highway 89 South Walking and Bike Path,NA,NA
MT,Jim Dutcher Trail,NA,NA
MT,Kim Williams Nature Trail,NA,NA
MT,King Avenue East Trail,NA,NA
MT,King Avenue West Trail,NA,NA
MT,Kiwanis Trail (MT),NA,NA
MT,Lake Elmo Drive Trail,NA,NA
MT,Lake Elmo Trail,NA,NA
MT,Larchmont Trail,3.9943565336078457,4
MT,Lewistown City Trail System ,NA,NA
MT,Livingston Depot Center Trail,NA,NA
MT,Mansion Heights Trail,3.7395318940843385,3
MT,Milwaukee Road Rail-Trail (Thompson Park),NA,NA
MT,Milwaukee Trail,3.7395318940843385,3
MT,Myers' River View Trail,NA,NA
MT,NorPac Trail,3.9771046835073633,4
MT,North Avenue-Humble Road Trail,NA,NA
MT,Rehberg Ranch Trail,NA,NA
MT,Rimrock Road Trail,NA,NA
MT,River's Edge Trail,4.333856227171533,4.666666666666667
MT,Riverfront Trail (MT),NA,NA
MT,Route of the Olympian,3.4898700011642285,3
MT,Sacajawea Trail,NA,NA
MT,Shiloh Road Trail,NA,NA
MT,Silver Bow Creek Greenway,3.9955025856088566,4
MT,South Avenue Trail,3.9943565336078457,4
MT,South Billings Boulevard Trail,NA,NA
MT,Spring Meadow Lake State Park Trail,NA,NA
MT,Spurgin-Humble Road Trail,NA,NA
MT,Story Mill Spur,NA,NA
MT,Swords Park Trail,4.198578482827668,4.5
MT,Tobacco River Memorial Trail (Kootenai Trail),3.7395318940843385,3
MT,Ulrich-Schotte Nature Trail (Blacktail Creek Trail),NA,NA
MT,Zimmerman Trail,NA,NA
NC,Jacksonville-Camp LeJeune Rail-to-Trails,3.7905537109334078,3
NC,Eagle Spur Rail-Trail,4.045378350456915,4
NC, Morris Branch Greenway,NA,NA
NC,8th Street Greenway,3.7905537109334078,3
NC,Abbotts Creek Trail,NA,NA
NC,American Tobacco Trail,4.486424524744408,4.555555555555555
NC,Annie Jones Greenway,NA,NA
NC,Atlantic & Yadkin Greenway,4.653445496103311,5
NC,Avon and Catawba Creeks Greenway,4.219469781603477,4.285714285714286
NC,Baileywick Trail,NA,NA
NC,Bakers Creek Greenway,4.3002029899804235,5
NC,Batchelor Branch Greenway,NA,NA
NC,Beaver Creek Greenway,4.030058869359088,4
NC,Bessemer City Park Trail,NA,NA
NC,Bicentennial Greenway,NA,NA
NC,Black Creek Greenway,4.44231489566119,5
NC,Bolin Creek Trail ,NA,NA
NC,Boone Greenway,NA,NA
NC,Brevard Bike Path,4.468170286317973,4.666666666666667
NC,Briar Creek Greenway,NA,NA
NC,Buffalo Creek Greenway (Neuse Riverwalk),4.401056231026995,4.6
NC,Buffalo Creek Preserve Trail,4.314557004023944,4.5
NC,Cape Fear River Trail,4.468170286317973,4.666666666666667
NC,Catawba River Greenway,4.587325465740919,4.7272727272727275
NC,Charlotte Trolley Trail (Charlotte Trolley Rail-with-Trail),3.3548698885532446,2.6666666666666665
NC,City of Lenoir Greenway,4.45897661648835,4.75
NC,Clayton River Walk,4.603396228952756,5
NC,Corolla Greenway,3.280904431886393,1
NC,Crabtree Creek Trail,4.314557004023944,4.5
NC,Creekside Park Trails,4.3002029899804235,5
NC,Deep River Rail Trail,4.02571777909513,4
NC,Dismal Swamp Canal Trail (NC),4.239238998442379,4.5
NC,Dunn-Erwin Rail-Trail,3.8612616241576267,3.6666666666666665
NC,Elkin & Alleghany Rail-Trail,4.3002029899804235,5
NC,Emerald Path,4.0361631012235675,4
NC,Endor Iron Furnace Greenway,3.8330872040047566,3.5
NC,Forest Creek Access,3.4269354095671343,2.5
NC,Forest Creek Trail,NA,NA
NC,Forrest Hunt Greenway,3.280904431886393,1
NC,French Broad River Greenway,4.030058869359088,4
NC,Gary Shell Cross-City Trail,NA,NA
NC,Glenn's Creek Greenway,NA,NA
NC,Gold Hill Rail-Trail,4.045378350456915,4
NC,Green Mill Run Greenway,NA,NA
NC,Hare Snipe Creek Trail,3.7905537109334078,3
NC,Heritage Trail Greenway,NA,NA
NC,Highland Rail Trail,3.4269354095671343,2.5
NC,Hinshaw Greenway,NA,NA
NC,House Creek Greenway Trail,NA,NA
NC,Irwin Creek and Stewart Creek Greenways ,NA,NA
NC,Kings Mountain Gateway Trail,4.2748615984888385,4.4
NC,Knoll Road Trail,NA,NA
NC,Libba Cotten Bikeway,NA,NA
NC,Little Rock Trail,NA,NA
NC,Little Sugar Creek Greenway,4.580224303352086,4.833333333333333
NC,Little Tennessee River Greenway (Franklin),3.676907205800161,3.5833333333333335
NC,Longleaf Access Trail,4.045378350456915,4
NC,Longleaf Trail,4.3002029899804235,5
NC,Louisburg Bike Trail ,NA,NA
NC,"Lower McAlpine Creek, McMullen Creek & Four Mile Creek Greenways",4.434246955953732,4.555555555555555
NC,Marcia H. Cloninger Rail-Trail,4.0361631012235675,4
NC,McDowell Creek Greenway,4.3002029899804235,5
NC,Military Cutoff Trail,4.3002029899804235,5
NC,Mill Creek Trail,NA,NA
NC,Mine Creek Trail,3.8330872040047566,3.5
NC,Mingo Creek Trail,NA,NA
NC,Muddy Creek Greenway,4.290918987027914,4.375
NC,Nantahala Bikeway,4.198856114560549,4.333333333333333
NC,Neuse River Trail,4.7260331634028425,4.793103448275862
NC,Nick's Creek Trail,NA,NA
NC,Oklawaha Greenway,4.692278320386198,5
NC,Peavine Trail (NC),3.0147804918442853,2.25
NC,Pinehurst Greenway ,3.8612616241576267,3.6666666666666665
NC,Point Lookout Trail,3.770083068336208,3.6
NC,Princeville Heritage Trail,4.3002029899804235,5
NC,Railroad Grade Road,4.420995994031476,4.571428571428571
NC,Reedy Creek Trail,4.030058869359088,4
NC,Reservoir Park Greenway,4.198856114560549,4.333333333333333
NC,River to the Sea Bikeway,3.523667133754705,3
NC,Roanoke Canal Trail,3.303619716773098,2.75
NC,Rocky Branch Trail (NC),3.6300113067859456,3
NC,Roger F. Snyder Greenway,3.7905537109334078,3
NC,Salem Creek Greenway,4.580224303352086,4.833333333333333
NC,Salem Lake Trail,4.587325465740919,4.7272727272727275
NC,Sam's Branch Greenway,4.0361631012235675,4
NC,Shelby Rail-Trail,4.0361631012235675,4
NC,Simms Branch Trail,3.7905537109334078,3
NC,Skewarkee Trail,NA,NA
NC,Snelling Branch Trail,NA,NA
NC,South Fork New River Greenway,4.045378350456915,4
NC,South Fork Rail-Trail,4.198856114560549,4.333333333333333
NC,South Tar River Greenway,4.3002029899804235,5
NC,Speight Branch Greenway,4.3002029899804235,5
NC,Spring Forest Trail,NA,NA
NC,Stadium Greenway,NA,NA
NC,Statesville Greenway Trail,NA,NA
NC,Tall Timbers Trail,NA,NA
NC,Tanglewood Trail,NA,NA
NC,Tar River Trail ,4.022472333412523,4
NC,Thermal Belt Rail-Trail,3.428145721474992,3.3125
NC,Third Fork Creek Trail,NA,NA
NC,Torrence Creek Greenway,4.239238998442379,4.5
NC,Troutman Rail-Trail,NA,NA
NC,Wakefield Trail,NA,NA
NC,Walnut Creek Trail,4.367653359762009,4.666666666666667
NC,White Oak Creek Greenway,NA,NA
NC,Winston-Salem Strollway,NA,NA
NC,Yadkin Rail Trail,4.045378350456915,4
NC,Yadkin River Greenway,4.045378350456915,4
NC,Yadkin River Trail,NA,NA
ND,Greenway of Greater Grand Forks,4.57081953148772,5
ND,Roughrider Trail,NA,NA
ND,Burlington Walking Path,NA,NA
ND,Fairview Bridge & Cartwright Tunnel Trail,3.7581293277113725,3
ND,Fargo Mickelson/Tricorn Bike Path,NA,NA
ND,Hay Creek Trail (ND),NA,NA
ND,Missouri Valley Millennium Legacy Trail,NA,NA
ND,Northern Cass Pass,NA,NA
ND,Tatman Branch Trail,NA,NA
ND,Washburn Discovery Trail,NA,NA
NE,Steamboat Trace Trail,3.531675039461936,3.4285714285714284
NE,Cowboy Recreation and Nature Trail,3.789859189553893,3.727272727272727
NE,144th Street Trail,4.273667184936854,5
NE,70th Street Trail,3.5091932663663314,2
NE,84th Street Trail,3.5091932663663314,2
NE,Antelope Creek Trail,NA,NA
NE,Antelope Valley Trail,4.421167873035267,5
NE,Bellevue Loop Trail,4.273667184936854,5
NE,Big Papio Trail,NA,NA
NE,Billy Wolff Trail,4.2180919758164555,4.5
NE,Bison Trail,4.421167873035267,5
NE,Bob Kerrey Pedestrian Bridge,4.420142309022455,5
NE,Bob Lake Trail,NA,NA
NE,Boulevard Trail,NA,NA
NE,Chief Standing Bear Trail,4.31521656821116,4.4
NE,Dannebrog Trail,NA,NA
